net,length_um
_01645_,14
regfile_inst.RegisterFile\[25\]\[29\],14
net369,13.98
_01335_,13.975
inputB[16],13.97
_01436_,13.96
_02609_,13.96
_02740_,13.96
_02930_,13.96
_05014_,13.96
regfile_inst.RegisterFile\[6\]\[28\],13.96
regfile_inst.RegisterFile\[8\]\[27\],13.96
regfile_inst.RegisterFile\[9\]\[10\],13.96
_03029_,13.94
_00108_,13.925
_03060_,13.92
_04102_,13.92
_04424_,13.92
_01567_,13.91
_04986_,13.9
_02267_,13.88
_02656_,13.88
_04817_,13.88
regfile_inst.RegisterFile\[4\]\[19\],13.88
net907,13.88
_02034_,13.86
_04362_,13.86
_04880_,13.86
_00483_,13.845
_03598_,13.84
net700,13.84
_00028_,13.835
_04159_,13.815
regfile_inst.RegisterFile\[0\]\[6\],13.8
regfile_inst.RegisterFile\[11\]\[12\],13.8
regfile_inst.RegisterFile\[18\]\[14\],13.8
net589,13.8
net1207,13.8
_00433_,13.785
_01003_,13.785
_03931_,13.78
_00996_,13.76
_03950_,13.76
net570,13.76
_01153_,13.74
net258,13.74
regfile_inst.RegisterFile\[12\]\[2\],13.72
_01527_,13.7
_03588_,13.66
regfile_inst.RegisterFile\[12\]\[22\],13.64
_04707_,13.62
regfile_inst.RegisterFile\[5\]\[27\],13.62
_04128_,13.61
_00514_,13.605
regfile_inst.RegisterFile\[9\]\[14\],13.6
_03087_,13.58
regfile_inst.RegisterFile\[29\]\[20\],13.58
regfile_inst.RegisterFile\[6\]\[30\],13.58
_01768_,13.56
regfile_inst.RegisterFile\[14\]\[6\],13.55
regfile_inst.RegisterFile\[19\]\[13\],13.55
_00218_,13.545
_02512_,13.54
_03956_,13.54
regfile_inst.RegisterFile\[9\]\[1\],13.54
net1056,13.54
_04370_,13.53
_00432_,13.525
regfile_inst.RegisterFile\[8\]\[26\],13.52
net275,13.52
_00209_,13.505
_01137_,13.5
_01726_,13.5
_02115_,13.5
_03725_,13.5
_04472_,13.5
_04792_,13.5
_02347_,13.48
regfile_inst.RegisterFile\[19\]\[0\],13.46
net1199,13.46
_03095_,13.44
_03098_,13.44
net779,13.44
_01021_,13.425
_01819_,13.42
_03139_,13.42
_03238_,13.42
_03699_,13.42
_04807_,13.42
_04932_,13.42
regfile_inst.RegisterFile\[15\]\[3\],13.42
regfile_inst.RegisterFile\[4\]\[26\],13.42
_03190_,13.4
_04410_,13.4
_01325_,13.395
_04126_,13.38
_04988_,13.38
regfile_inst.RegisterFile\[0\]\[21\],13.38
regfile_inst.RegisterFile\[23\]\[28\],13.38
regfile_inst.RegisterFile\[28\]\[3\],13.38
net1004,13.38
_01851_,13.36
_01919_,13.36
net936,13.36
regfile_inst.RegisterFile\[23\]\[4\],13.34
regfile_inst.RegisterFile\[31\]\[23\],13.34
net855,13.32
_00243_,13.285
_04132_,13.28
_01547_,13.26
_03191_,13.26
_04277_,13.26
_04717_,13.26
_00348_,13.24
_03318_,13.24
regfile_inst.RegisterFile\[8\]\[25\],13.24
_01504_,13.22
_01709_,13.22
_03820_,13.22
regfile_inst.RegisterFile\[19\]\[12\],13.22
_00813_,13.2
_03244_,13.2
_03438_,13.2
regfile_inst.RegisterFile\[4\]\[31\],13.2
_04093_,13.18
_05004_,13.18
_01140_,13.175
regfile_inst.RegisterFile\[30\]\[25\],13.17
_04039_,13.16
_04284_,13.16
regfile_inst.RegisterFile\[19\]\[21\],13.14
_00465_,13.125
_02136_,13.12
_02585_,13.12
_03487_,13.12
regfile_inst.RegisterFile\[13\]\[4\],13.12
_02299_,13.1
_02996_,13.1
_02243_,13.08
_04486_,13.08
net688,13.08
net835,13.08
_01177_,13.06
_03379_,13.06
regfile_inst.RegisterFile\[30\]\[21\],13.05
_02433_,13.04
_03845_,13.04
regfile_inst.RegisterFile\[10\]\[2\],13.04
regfile_inst.RegisterFile\[6\]\[13\],13.04
net1010,13.04
_01384_,13.02
_03179_,13.02
_00259_,13.005
_01361_,13
regfile_inst.RegisterFile\[21\]\[1\],13
_02297_,12.98
_03505_,12.98
_01686_,12.96
_01832_,12.96
_02071_,12.96
_02342_,12.96
_03556_,12.96
_04611_,12.96
_04629_,12.96
_04657_,12.96
_04815_,12.96
_04956_,12.96
net731,12.96
net905,12.96
_00304_,12.94
_02601_,12.94
_01518_,12.92
regfile_inst.RegisterFile\[15\]\[19\],12.92
regfile_inst.RegisterFile\[19\]\[25\],12.92
regfile_inst.RegisterFile\[8\]\[1\],12.92
_00245_,12.905
net451,12.9
regfile_inst.RegisterFile\[17\]\[23\],12.88
_04085_,12.84
regfile_inst.RegisterFile\[13\]\[21\],12.84
_04634_,12.78
regfile_inst.RegisterFile\[22\]\[13\],12.765
_03011_,12.76
_03484_,12.76
regfile_inst.RegisterFile\[21\]\[17\],12.76
_00211_,12.745
_00988_,12.745
_03241_,12.74
_03642_,12.74
net511,12.74
_00179_,12.725
net1040,12.72
_00851_,12.705
_02483_,12.7
_00435_,12.685
regfile_inst.RegisterFile\[18\]\[5\],12.685
regfile_inst.RegisterFile\[10\]\[9\],12.68
_00238_,12.665
_00610_,12.665
_02209_,12.66
_02623_,12.66
_04356_,12.66
regfile_inst.RegisterFile\[26\]\[23\],12.66
regfile_inst.RegisterFile\[18\]\[18\],12.635
_02045_,12.62
_02791_,12.62
_03882_,12.62
_00693_,12.605
_04198_,12.6
_02099_,12.58
_03872_,12.58
_04174_,12.58
_04480_,12.58
_01767_,12.56
_00107_,12.545
_00345_,12.545
regfile_inst.RegisterFile\[8\]\[29\],12.54
_02680_,12.52
_03515_,12.52
_04839_,12.52
regfile_inst.RegisterFile\[18\]\[4\],12.505
_01498_,12.5
_03586_,12.5
_03988_,12.5
_04291_,12.5
_04636_,12.5
_04950_,12.5
regfile_inst.RegisterFile\[28\]\[31\],12.5
_00718_,12.48
_02093_,12.48
net959,12.48
_00881_,12.46
_01363_,12.46
_01706_,12.46
_02567_,12.46
regfile_inst.RegisterFile\[17\]\[0\],12.46
regfile_inst.RegisterFile\[21\]\[16\],12.46
_01240_,12.44
regfile_inst.RegisterFile\[21\]\[12\],12.44
_00735_,12.42
_05058_,12.42
net914,12.42
_00662_,12.38
_02926_,12.38
net843,12.36
_00995_,12.345
_01460_,12.34
_01492_,12.34
_03054_,12.34
_04900_,12.34
regfile_inst.RegisterFile\[30\]\[11\],12.325
_00954_,12.315
regfile_inst.RegisterFile\[14\]\[30\],12.315
_03888_,12.3
_04061_,12.3
_04654_,12.3
_02871_,12.28
_04660_,12.28
regfile_inst.RegisterFile\[10\]\[13\],12.28
net620,12.28
net703,12.28
regfile_inst.RegisterFile\[8\]\[11\],12.26
_00576_,12.24
_01864_,12.24
_02641_,12.24
_03474_,12.24
_03570_,12.24
_03585_,12.24
_04972_,12.24
_04991_,12.24
regfile_inst.RegisterFile\[22\]\[10\],12.22
_01370_,12.2
_02057_,12.2
_04591_,12.2
regfile_inst.RegisterFile\[21\]\[31\],12.2
_03685_,12.18
_03999_,12.18
_04314_,12.18
regfile_inst.RegisterFile\[22\]\[19\],12.18
_00269_,12.165
_00444_,12.165
_00949_,12.165
_03108_,12.16
_04585_,12.16
_03323_,12.14
_00240_,12.125
_00636_,12.125
regfile_inst.RegisterFile\[30\]\[16\],12.125
regfile_inst.RegisterFile\[12\]\[8\],12.12
_00119_,12.085
_03746_,12.08
_04359_,12.08
regfile_inst.RegisterFile\[8\]\[23\],12.08
regfile_inst.RegisterFile\[18\]\[3\],12.065
_04460_,12.04
_04543_,12.04
_00530_,12.02
_01043_,12.02
regfile_inst.RegisterFile\[20\]\[11\],12.02
regfile_inst.RegisterFile\[7\]\[26\],12
net251,11.98
net1044,11.98
_02835_,11.96
regfile_inst.RegisterFile\[1\]\[12\],11.96
_03096_,11.94
net601,11.94
_01723_,11.92
_04423_,11.92
net541,11.92
_00741_,11.905
_01708_,11.88
regfile_inst.RegisterFile\[3\]\[14\],11.88
net499,11.88
_04217_,11.86
_04719_,11.84
_03242_,11.82
_03656_,11.82
net868,11.82
regfile_inst.RegisterFile\[22\]\[11\],11.81
_03263_,11.8
_03297_,11.8
regfile_inst.RegisterFile\[14\]\[25\],11.795
_01469_,11.78
_03962_,11.78
_04042_,11.76
regfile_inst.RegisterFile\[10\]\[15\],11.76
regfile_inst.RegisterFile\[28\]\[13\],11.76
_00302_,11.745
_01644_,11.74
_03180_,11.74
_04515_,11.74
regfile_inst.RegisterFile\[1\]\[15\],11.74
regfile_inst.RegisterFile\[8\]\[0\],11.74
regfile_inst.RegisterFile\[9\]\[2\],11.74
_02101_,11.72
regfile_inst.RegisterFile\[10\]\[8\],11.72
regfile_inst.RegisterFile\[28\]\[25\],11.72
_02161_,11.7
_03211_,11.7
_04113_,11.7
_04512_,11.7
net513,11.7
net523,11.7
_00223_,11.685
_00412_,11.685
_00430_,11.685
_03740_,11.68
regfile_inst.RegisterFile\[9\]\[11\],11.68
_00653_,11.665
_01651_,11.66
_03392_,11.66
regfile_inst.RegisterFile\[27\]\[29\],11.66
_00052_,11.64
_04973_,11.64
regfile_inst.RegisterFile\[11\]\[31\],11.64
_00709_,11.625
_01811_,11.62
_02510_,11.62
_04621_,11.62
_04722_,11.62
_05071_,11.62
net666,11.62
_03281_,11.61
_00438_,11.605
_00862_,11.605
_02698_,11.6
_04120_,11.6
_02012_,11.58
_02222_,11.58
_03372_,11.58
_04431_,11.58
_04781_,11.58
net858,11.58
net876,11.58
_00833_,11.56
_03326_,11.56
_00879_,11.545
regfile_inst.RegisterFile\[28\]\[7\],11.54
regfile_inst.RegisterFile\[8\]\[21\],11.54
net257,11.54
regfile_inst.RegisterFile\[14\]\[27\],11.535
_00930_,11.52
_01975_,11.52
_04496_,11.52
_01381_,11.515
_01108_,11.5
regfile_inst.RegisterFile\[19\]\[17\],11.5
net758,11.5
net920,11.5
_05087_,11.48
net488,11.48
net600,11.48
_00278_,11.475
_03648_,11.46
_04421_,11.46
_04500_,11.46
_05052_,11.46
_00181_,11.445
_01230_,11.44
_05024_,11.44
_01628_,11.42
_04478_,11.42
regfile_inst.RegisterFile\[22\]\[27\],11.405
_04530_,11.4
net942,11.4
_00643_,11.395
_01553_,11.38
_04158_,11.36
_04439_,11.36
_04539_,11.36
_04980_,11.36
net359,11.36
net939,11.36
_00468_,11.335
_04051_,11.32
net638,11.32
regfile_inst.RegisterFile\[16\]\[1\],11.3
_03595_,11.28
_03698_,11.28
_04161_,11.28
_04183_,11.28
_04633_,11.28
RD1[14],11.27
_01028_,11.265
_01669_,11.26
_03605_,11.26
_04813_,11.26
_04829_,11.26
_00206_,11.245
_00882_,11.245
_01843_,11.24
_02991_,11.24
_03362_,11.24
_04713_,11.24
_04743_,11.24
_05011_,11.24
net657,11.24
_02711_,11.22
_03532_,11.22
_00767_,11.205
_01664_,11.2
_01872_,11.2
_03849_,11.2
_04048_,11.2
_04744_,11.2
net611,11.2
net1178,11.2
_00009_,11.185
_01338_,11.18
regfile_inst.RegisterFile\[27\]\[18\],11.18
_00545_,11.165
_03701_,11.16
_04905_,11.16
regfile_inst.RegisterFile\[17\]\[11\],11.16
net637,11.16
_02194_,11.14
_03290_,11.14
regfile_inst.RegisterFile\[5\]\[25\],11.14
_02046_,11.12
_02707_,11.12
_03048_,11.12
_03400_,11.12
_04883_,11.12
regfile_inst.RegisterFile\[9\]\[7\],11.12
net490,11.12
net756,11.12
_00445_,11.1
regfile_inst.RegisterFile\[30\]\[12\],11.09
_00236_,11.085
_03331_,11.08
_04292_,11.08
regfile_inst.RegisterFile\[24\]\[9\],11.04
_02752_,11
_03336_,11
net1159,11
_00293_,10.985
net445,10.98
net435,10.96
net467,10.96
_01118_,10.945
_01531_,10.94
_02865_,10.94
_00863_,10.925
_02945_,10.92
_03310_,10.9
_04667_,10.9
_04830_,10.9
regfile_inst.RegisterFile\[14\]\[21\],10.9
regfile_inst.RegisterFile\[26\]\[11\],10.89
_00250_,10.885
_00358_,10.885
_04427_,10.88
_04631_,10.88
inputB[0],10.87
_02498_,10.86
_02829_,10.86
_02848_,10.86
_04890_,10.86
regfile_inst.RegisterFile\[8\]\[18\],10.86
regfile_inst.RegisterFile\[8\]\[8\],10.86
_00520_,10.845
regfile_inst.RegisterFile\[15\]\[28\],10.84
_00224_,10.825
_01642_,10.825
_01732_,10.82
_02086_,10.82
_02643_,10.82
_04190_,10.82
_04865_,10.82
regfile_inst.RegisterFile\[9\]\[24\],10.82
_02288_,10.8
_04242_,10.8
_00579_,10.785
_00768_,10.785
_01965_,10.78
_02156_,10.78
_02854_,10.78
_03032_,10.78
_03494_,10.78
_04902_,10.78
net287,10.78
_03259_,10.76
regfile_inst.RegisterFile\[28\]\[10\],10.76
_00386_,10.745
_02002_,10.74
_04104_,10.74
net220,10.74
net788,10.74
_01239_,10.72
_02165_,10.72
_04046_,10.72
_04508_,10.72
regfile_inst.RegisterFile\[31\]\[19\],10.72
_00084_,10.705
_00738_,10.705
_03448_,10.7
regfile_inst.RegisterFile\[6\]\[27\],10.7
net171,10.7
_00625_,10.685
_01307_,10.68
_04459_,10.68
net695,10.68
net852,10.68
_01961_,10.66
_02116_,10.66
_02378_,10.66
_03013_,10.66
_04471_,10.66
_01540_,10.64
_02026_,10.64
_04979_,10.64
net269,10.64
regfile_inst.RegisterFile\[18\]\[16\],10.625
_00350_,10.62
_02169_,10.62
regfile_inst.RegisterFile\[15\]\[12\],10.62
regfile_inst.RegisterFile\[3\]\[5\],10.62
regfile_inst.RegisterFile\[5\]\[3\],10.62
net464,10.62
_00427_,10.605
_01089_,10.6
_01687_,10.6
_03918_,10.6
_02845_,10.58
_03959_,10.58
_04568_,10.58
regfile_inst.RegisterFile\[5\]\[20\],10.58
net278,10.58
net337,10.58
net808,10.58
net890,10.58
regfile_inst.RegisterFile\[19\]\[2\],10.54
_00419_,10.525
_00623_,10.525
_01266_,10.525
_02673_,10.52
_00670_,10.505
_02006_,10.5
_03672_,10.5
_04448_,10.5
_04628_,10.5
_00620_,10.475
_02806_,10.46
_04700_,10.46
net635,10.46
net716,10.46
_00933_,10.445
_02885_,10.44
_03316_,10.44
net583,10.44
_02135_,10.41
_02061_,10.4
_03548_,10.4
_03739_,10.4
regfile_inst.RegisterFile\[30\]\[4\],10.4
regfile_inst.RegisterFile\[8\]\[30\],10.4
net902,10.4
_00580_,10.385
net218,10.38
_01721_,10.36
_03787_,10.36
_04387_,10.36
_04708_,10.36
regfile_inst.RegisterFile\[8\]\[6\],10.36
_02060_,10.34
_03617_,10.34
_04192_,10.34
_04323_,10.34
_04761_,10.34
_00517_,10.325
_00713_,10.325
_02587_,10.32
_03022_,10.32
_03067_,10.32
_03387_,10.32
_04122_,10.32
_04650_,10.32
regfile_inst.RegisterFile\[9\]\[6\],10.32
_00584_,10.315
_00315_,10.305
_02534_,10.3
_04351_,10.3
_00035_,10.285
_01448_,10.28
_01765_,10.28
_02261_,10.28
_04738_,10.28
_04837_,10.28
net118,10.28
net296,10.28
_03344_,10.26
_05017_,10.26
_03185_,10.24
_03961_,10.24
_04532_,10.24
net378,10.24
_02416_,10.22
_02624_,10.22
_04026_,10.22
_04645_,10.22
_05025_,10.22
_04850_,10.2
regfile_inst.RegisterFile\[11\]\[3\],10.2
_00575_,10.18
_00719_,10.18
regfile_inst.RegisterFile\[9\]\[9\],10.18
_01319_,10.17
regfile_inst.RegisterFile\[2\]\[15\],10.17
_00765_,10.165
_04938_,10.16
regfile_inst.RegisterFile\[17\]\[29\],10.16
regfile_inst.RegisterFile\[6\]\[11\],10.16
net608,10.16
net965,10.14
_02772_,10.12
_03058_,10.12
_04092_,10.12
regfile_inst.RegisterFile\[15\]\[29\],10.12
net463,10.12
net894,10.12
net934,10.12
_04454_,10.1
net767,10.1
_01691_,10.08
_03444_,10.08
_03679_,10.08
_04028_,10.08
_04332_,10.08
_04343_,10.08
inputA[25],10.07
regfile_inst.RegisterFile\[26\]\[29\],10.06
net404,10.06
RD1[17],10.05
_00734_,10.045
_01699_,10.04
regfile_inst.RegisterFile\[24\]\[3\],10.04
regfile_inst.RegisterFile\[28\]\[14\],10.04
_03416_,10.03
_00219_,10.025
_00249_,10.025
_00604_,10
_01496_,10
_02293_,10
net875,10
_00511_,9.995
_00256_,9.98
_01829_,9.98
_03719_,9.98
_04490_,9.98
_00535_,9.975
net460,9.96
_01480_,9.94
_01520_,9.94
_02452_,9.94
_03543_,9.94
_04494_,9.94
_04809_,9.94
_04828_,9.94
_04881_,9.94
regfile_inst.RegisterFile\[5\]\[13\],9.94
_00725_,9.925
_01735_,9.9
_02241_,9.9
_02274_,9.9
_02823_,9.9
_03340_,9.9
_03643_,9.9
_04175_,9.9
_04235_,9.9
_04571_,9.9
regfile_inst.RegisterFile\[22\]\[3\],9.9
_02454_,9.88
_01683_,9.86
_03399_,9.86
_04819_,9.86
regfile_inst.RegisterFile\[29\]\[6\],9.86
regfile_inst.RegisterFile\[7\]\[24\],9.86
net1060,9.86
_00098_,9.825
_00496_,9.825
_01347_,9.82
_02430_,9.82
_03165_,9.82
_04474_,9.82
_04784_,9.82
net804,9.82
_01825_,9.8
_03102_,9.79
_01455_,9.78
_01736_,9.78
_02227_,9.78
_02448_,9.78
_02853_,9.78
_03132_,9.78
_03356_,9.78
_03472_,9.78
_04492_,9.78
_04517_,9.78
_04917_,9.78
_05064_,9.78
net247,9.78
net443,9.78
_01781_,9.76
_04411_,9.76
_05092_,9.76
net465,9.76
net917,9.76
_02195_,9.74
_02907_,9.74
_04364_,9.74
regfile_inst.RegisterFile\[9\]\[20\],9.74
net946,9.74
_02187_,9.72
net265,9.72
inputB[11],9.71
_01546_,9.7
_04091_,9.7
regfile_inst.RegisterFile\[28\]\[12\],9.7
net727,9.7
net910,9.7
_01411_,9.68
_03243_,9.68
_03633_,9.68
net739,9.68
net1080,9.68
_04429_,9.66
_04560_,9.66
net970,9.66
net1133,9.66
_00827_,9.645
_02129_,9.64
_02617_,9.64
_03321_,9.64
_04835_,9.64
_00455_,9.62
_01622_,9.62
_02873_,9.62
_03368_,9.62
regfile_inst.RegisterFile\[6\]\[2\],9.6
_01406_,9.58
_01569_,9.58
_04878_,9.58
regfile_inst.RegisterFile\[25\]\[8\],9.58
regfile_inst.RegisterFile\[10\]\[0\],9.56
net821,9.56
_00864_,9.545
_01643_,9.54
_03385_,9.54
_04204_,9.54
net818,9.54
_01422_,9.52
_02399_,9.52
_02699_,9.52
_04994_,9.52
_00003_,9.505
_00192_,9.505
_02522_,9.5
_04582_,9.5
net1142,9.5
_01694_,9.48
_02677_,9.48
_02886_,9.48
_02980_,9.48
_04004_,9.48
_05041_,9.48
net213,9.48
_00246_,9.465
_00566_,9.445
_00698_,9.445
_02634_,9.44
_03020_,9.44
_04019_,9.44
_04377_,9.44
_04458_,9.44
net276,9.44
net977,9.44
_03359_,9.42
_03471_,9.42
_04639_,9.42
_04779_,9.42
_04968_,9.42
_00318_,9.405
_00819_,9.405
_00907_,9.405
_02087_,9.4
_04760_,9.4
net974,9.4
net1177,9.4
_00124_,9.385
_00461_,9.385
_00482_,9.385
_04497_,9.38
regfile_inst.RegisterFile\[7\]\[23\],9.38
RD1[29],9.37
RD2[3],9.37
_01524_,9.36
_01754_,9.36
_02260_,9.36
_02487_,9.36
_02644_,9.36
_03370_,9.36
_03476_,9.36
_03842_,9.36
regfile_inst.RegisterFile\[4\]\[20\],9.36
_01720_,9.34
_02303_,9.34
_05073_,9.34
_01046_,9.325
_01543_,9.32
_02190_,9.32
_02402_,9.32
_02437_,9.32
_02588_,9.32
_03189_,9.32
_03446_,9.32
_03720_,9.32
_04558_,9.32
_04712_,9.32
net423,9.32
_03266_,9.315
_00518_,9.305
_00525_,9.305
_00945_,9.3
_03405_,9.3
_01164_,9.28
_02113_,9.28
_02172_,9.28
_03300_,9.28
_04189_,9.28
net859,9.28
regfile_inst.RegisterFile\[10\]\[31\],9.26
regfile_inst.RegisterFile\[6\]\[15\],9.26
net368,9.26
net901,9.26
_00323_,9.245
_00541_,9.24
_04540_,9.24
net548,9.24
_00251_,9.22
_00390_,9.22
_00493_,9.22
net281,9.22
net546,9.22
net743,9.22
net908,9.22
net732,9.2
_00222_,9.18
_01753_,9.18
_04164_,9.18
net224,9.18
net482,9.18
net395,9.16
_01619_,9.14
_00129_,9.125
net824,9.12
_00357_,9.115
_01739_,9.08
_04138_,9.08
_04647_,9.08
net388,9.08
_03378_,9.06
_01766_,9.04
_02221_,9.04
_01821_,9.02
_02349_,9.02
_03964_,9.02
_04401_,9.02
_04418_,9.02
_04699_,9.02
_04831_,9.02
net993,9.02
_01680_,9
_00087_,8.985
_00697_,8.985
_00828_,8.985
_00990_,8.985
_02049_,8.98
_02578_,8.98
_03245_,8.98
_03312_,8.98
_03711_,8.98
_04271_,8.98
_04445_,8.98
_04673_,8.98
_04733_,8.98
_04928_,8.98
net850,8.98
net994,8.98
_01715_,8.96
_02054_,8.96
_03741_,8.96
_04821_,8.96
_00815_,8.945
_01555_,8.94
_01674_,8.94
_02581_,8.94
_02858_,8.94
_03502_,8.94
_04003_,8.94
_04269_,8.94
_04920_,8.94
net1109,8.94
_02672_,8.92
_00524_,8.905
_00897_,8.905
_02390_,8.9
_02544_,8.9
_02905_,8.9
_03070_,8.9
_03117_,8.9
_03490_,8.9
_03729_,8.9
_04354_,8.9
_04415_,8.9
_04577_,8.9
_04580_,8.9
inputB[5],8.9
net623,8.9
net1120,8.9
_01997_,8.88
_02446_,8.88
_04131_,8.88
net1194,8.88
_00042_,8.865
_00628_,8.865
_01579_,8.86
_02148_,8.86
_02212_,8.86
_02358_,8.86
_02651_,8.86
_03004_,8.86
_03360_,8.86
_04313_,8.86
_04476_,8.86
net448,8.86
net798,8.86
net410,8.84
net951,8.84
RD1[0],8.83
inputA[24],8.83
_01077_,8.825
_01461_,8.82
_04844_,8.82
_04848_,8.82
_05063_,8.82
net1189,8.82
_00786_,8.8
net820,8.8
net943,8.8
net1035,8.8
_04653_,8.78
regfile_inst.RegisterFile\[9\]\[19\],8.78
net373,8.78
net792,8.78
net506,8.76
net762,8.76
net1076,8.76
net1092,8.76
_00401_,8.745
_03596_,8.74
_04613_,8.74
_00908_,8.725
net1209,8.7
_00428_,8.68
net383,8.68
_00221_,8.665
_01755_,8.66
_03693_,8.66
net219,8.66
net1158,8.66
regfile_inst.RegisterFile\[30\]\[6\],8.63
_03347_,8.62
_04253_,8.62
_04737_,8.62
_01695_,8.6
_02360_,8.6
_02972_,8.6
_03346_,8.6
_03430_,8.6
_04100_,8.6
regfile_inst.RegisterFile\[4\]\[30\],8.6
net212,8.6
net761,8.6
_00916_,8.585
_03111_,8.58
_04465_,8.58
_00453_,8.575
_00977_,8.565
_01429_,8.56
_03434_,8.56
_03461_,8.56
_04295_,8.56
_04327_,8.56
_04385_,8.56
_04944_,8.56
_02238_,8.52
_02931_,8.52
_02983_,8.52
_03401_,8.52
_04395_,8.52
_04943_,8.52
net248,8.52
net751,8.52
_02211_,8.5
_04426_,8.5
_00926_,8.495
outputC[22],8.49
_00834_,8.485
_01377_,8.48
_01435_,8.48
_02003_,8.48
_02019_,8.48
_02182_,8.48
_02516_,8.48
_03602_,8.48
_03798_,8.48
_04241_,8.48
_04273_,8.48
_04336_,8.48
_03814_,8.47
_00467_,8.465
_00555_,8.465
_03718_,8.46
_05016_,8.46
_02229_,8.44
_02354_,8.44
_02920_,8.44
_04160_,8.44
_04223_,8.44
_04770_,8.44
_05075_,8.44
regfile_inst.RegisterFile\[18\]\[9\],8.44
regfile_inst.RegisterFile\[26\]\[10\],8.44
net532,8.44
net933,8.44
_04576_,8.43
_02111_,8.42
_02602_,8.42
_04610_,8.42
net325,8.42
_00045_,8.405
_00367_,8.405
_01493_,8.4
_01783_,8.4
_02352_,8.4
_02395_,8.4
_02414_,8.4
_02450_,8.4
_02678_,8.4
_03066_,8.4
_03518_,8.4
_05030_,8.4
_00415_,8.38
_00869_,8.38
_03414_,8.38
_00852_,8.375
_01310_,8.37
_00374_,8.365
_01519_,8.36
_01700_,8.36
_02591_,8.36
_02654_,8.36
_04389_,8.36
_04404_,8.36
net319,8.36
RD1[25],8.35
_00498_,8.345
_01536_,8.34
_01558_,8.34
_02709_,8.34
_04824_,8.34
_04901_,8.34
net857,8.34
net988,8.34
_01296_,8.335
_01778_,8.32
_03948_,8.32
_04306_,8.32
regfile_inst.RegisterFile\[11\]\[0\],8.32
_00017_,8.315
_01308_,8.31
_00346_,8.3
_00540_,8.3
net882,8.3
net944,8.3
net991,8.3
net1095,8.3
RD1[15],8.29
RD2[15],8.29
_04702_,8.28
net293,8.28
net587,8.28
_00149_,8.275
_00843_,8.275
_00286_,8.265
_00385_,8.265
_00217_,8.26
net503,8.26
_04266_,8.25
_01348_,8.24
_02960_,8.24
_03895_,8.24
regfile_inst.RegisterFile\[9\]\[0\],8.24
net384,8.24
_01026_,8.225
_00717_,8.22
_01167_,8.22
_01248_,8.22
_04640_,8.22
net402,8.22
_00143_,8.205
_01605_,8.18
_02153_,8.18
_00441_,8.165
_01191_,8.16
_04078_,8.16
_04386_,8.16
inputA[9],8.15
_01794_,8.14
_02536_,8.14
_03343_,8.14
_03500_,8.14
_04326_,8.14
_04651_,8.14
_04930_,8.14
net932,8.14
_00231_,8.125
net672,8.12
_01751_,8.1
_02125_,8.1
_02189_,8.1
_02393_,8.1
_02692_,8.1
_02992_,8.1
_03503_,8.1
_03669_,8.1
_04153_,8.1
_04493_,8.1
_04836_,8.1
regfile_inst.RegisterFile\[5\]\[26\],8.1
net604,8.1
_00234_,8.085
_02964_,8.08
_01331_,8.06
_01725_,8.06
_01785_,8.06
_02384_,8.06
_03200_,8.06
_03239_,8.06
_03498_,8.06
_04711_,8.06
_05044_,8.06
net861,8.06
_04147_,8.04
_00854_,8.035
_00340_,8.025
_00342_,8.025
_02162_,8.02
_02826_,8.02
_02988_,8.02
_03085_,8.02
_03124_,8.02
_03840_,8.02
RD1[26],8.01
RD2[16],8.01
RD2[2],8.01
_01048_,8
_01910_,8
net313,8
_00756_,7.985
_02025_,7.98
_02053_,7.98
_02088_,7.98
_02176_,7.98
_02232_,7.98
_02890_,7.98
_03329_,7.98
_03394_,7.98
_03526_,7.98
_03546_,7.98
_04114_,7.98
_04140_,7.98
_04324_,7.98
_04392_,7.98
_04604_,7.98
_04756_,7.98
net519,7.98
net563,7.98
net1028,7.98
net1079,7.98
_02037_,7.96
_02272_,7.96
_02540_,7.96
_04303_,7.96
_05034_,7.96
net899,7.96
_04428_,7.95
_01775_,7.94
_02981_,7.94
_03568_,7.94
_03644_,7.94
_04542_,7.94
_04600_,7.94
net1139,7.94
net1085,7.92
_00660_,7.905
_01023_,7.905
_01873_,7.9
_02528_,7.9
_02696_,7.9
_04522_,7.9
net660,7.9
_00640_,7.885
_00965_,7.88
_02074_,7.88
_02330_,7.88
_03270_,7.86
_00853_,7.845
net387,7.84
net676,7.84
net793,7.84
net816,7.84
net851,7.84
_01227_,7.82
_04280_,7.82
_04983_,7.82
net1180,7.82
_00487_,7.815
net255,7.8
net285,7.8
net1048,7.8
_00228_,7.78
_00399_,7.78
_03536_,7.78
_00649_,7.765
_02670_,7.76
net252,7.76
_03428_,7.75
_00151_,7.745
_00587_,7.745
_01274_,7.74
_01752_,7.74
_04187_,7.74
net922,7.74
_01418_,7.68
_01977_,7.68
_02050_,7.68
_02242_,7.68
_02370_,7.68
_02676_,7.68
_03080_,7.68
_04018_,7.68
_04375_,7.68
_04680_,7.68
_04897_,7.68
net734,7.68
_02041_,7.66
_03521_,7.66
_04475_,7.66
_04970_,7.66
_05098_,7.66
_00823_,7.655
_00800_,7.645
_01900_,7.64
_02523_,7.64
_02660_,7.64
_02675_,7.64
_02872_,7.64
_02889_,7.64
_03295_,7.64
_03530_,7.64
_04268_,7.64
_04624_,7.64
